title;doi;received month;received year;accepted month;accepted year;published month;published year;issued month;issued year;received - accepted;accepted - published;published - issued
Similar Effects on Tomato Plants of Azotobacter Inoculation and Application of Gibberellins;https://doi.org/10.1038/203851a0;;;;;;;August;1964;;;
Quantitative Determination of Progesterone in Human Plasma by Thin-Layer and Gas-Liquid Radiochromatography;https://doi.org/10.1038/203836a0;;;;;;;August;1964;;;
Recombination of Chlorine Atoms;https://doi.org/10.1038/203835a0;;;;;;;August;1964;;;
Reduction in Rate of Growth of Hair in Mice as an Indicator of Exposure to Chronic Low Dosage Ionizing Radiation;https://doi.org/10.1038/203847a0;;;;;;;August;1964;;;
Galactose-1-Phosphate Uridyl Transferase Activity in Galactosæmia;https://doi.org/10.1038/203845a0;;;;;;;August;1964;;;
Emergence of Potato Blight, 1843–46;https://doi.org/10.1038/203805a0;;;;;;;August;1964;;;
Rheid and Rigid Rotations;https://doi.org/10.1038/203832a0;;;;;;;August;1964;;;
Radiation-Induced Changes in Metabolism of Thymine in Rat;https://doi.org/10.1038/203843a0;;;;;;;August;1964;;;
Structural Implications of Palæomagnetism in Miocene Lavas of North-Eastern Oregon, South-Eastern Washington and West-Central Idaho;https://doi.org/10.1038/203830a0;;;;;;;August;1964;;;
Mast Cells and Hyaluronic Acid in the Bovine Endometrium;https://doi.org/10.1038/203730a0;;;;;;;August;1964;;;
An Electrodeposition Method for the Preparation of Electron Microscope Specimens;https://doi.org/10.1038/203715a0;;;;;;;August;1964;;;
Variation of the Relative Sensitivity of Closely Related Neoplastic Cells Lines Irradiated in Culture in the Presence or Absence of Oxygen;https://doi.org/10.1038/203742a0;;;;;;;August;1964;;;
Royal Botanic Gargen, Edinburgh: New Herbarium, Library and Offices;https://doi.org/10.1038/203694a0;;;;;;;August;1964;;;
Growth-Retarding Effect of Oral L-Penicillamine on Sarcoma-180;https://doi.org/10.1038/203726a0;;;;;;;August;1964;;;
Carbon Dioxide Efflux from the Human Cornea in vivo;https://doi.org/10.1038/203738a0;;;;;;;August;1964;;;
Graininess in the Photographic Recording of Electron Microscope Images;https://doi.org/10.1038/203713a0;;;;;;;August;1964;;;
Survival of Ehrlich's Ascites Carcinoma Cells at High Ultra-Centrifugal Forces;https://doi.org/10.1038/203740a0;;;;;;;August;1964;;;
Electron Histochemical Examination of Oxidative Enzymes and Mitochondria;https://doi.org/10.1038/203724a0;;;;;;;August;1964;;;
Fœtal Exclusion by Transuterine Ligation of the Umbilical Cord;https://doi.org/10.1038/203736a0;;;;;;;August;1964;;;
A Survey of the South Sandwich Islands;https://doi.org/10.1038/203691a0;;;;;;;August;1964;;;
Investigation of Nuclear Weapon Debris with X-ray Microanalyser;https://doi.org/10.1038/203708a0;;;;;;;August;1964;;;
Apparent Anisotropy Field of Continuous Magnetic Films Subjected to Inhomogeneous Drive Fields;https://doi.org/10.1038/203710a0;;;;;;;August;1964;;;
Structure of Hæmoglobin : An X-ray Examination of Reduced Horse Hæmoglobin;https://doi.org/10.1038/203687a0;;;;;;;August;1964;;;
Sorption of Water by Wool Keratin;https://doi.org/10.1038/203719a0;;;;;;;August;1964;;;
Immunological Paralysis Induced in Adult Rabbits by Small Amounts of a Protein Antigen;https://doi.org/10.1038/203733a0;;;;;;;August;1964;;;
Oligomycin and Active Transport Reactions in Cell Membranes;https://doi.org/10.1038/203720a0;;;;;;;August;1964;;;
Pendular Moisture in Packings of Equal Spheres;https://doi.org/10.1038/203706b0;;;;;;;August;1964;;;
Cytochemical and Immunochemical Analysis at the Electron Microscopy Level: Obtaining Contrasting Antibodies by Use of Iodine;https://doi.org/10.1038/203717a0;;;;;;;August;1964;;;
Mode of Multiplication of Theileria in Cultures of Bovine Lymphocytic Cells;https://doi.org/10.1038/203728a0;;;;;;;August;1964;;;
Analyses of Radionuclides of Biological Interest in Pacific Waters;https://doi.org/10.1038/203571a0;;;;;;;August;1964;;;
Plutonium in the Marine Environment;https://doi.org/10.1038/203568a0;;;;;;;August;1964;;;
Relationship of Liver Composition to Intensity of Protein Metabolism in Different Mammals;https://doi.org/10.1038/203603a0;;;;;;;August;1964;;;
Incorporation of Fall-Out Strontium-90 in Deciduous Incisors and Fœtal Bone;https://doi.org/10.1038/203615a0;;;;;;;August;1964;;;
National Laboratories in India;https://doi.org/10.1038/203582a0;;;;;;;August;1964;;;
Mechanisms of Sensitization to X-Rays of Mammalian Cells by 5-Bromodeoxyuridine;https://doi.org/10.1038/203593a0;;;;;;;August;1964;;;
A Thermoelectric Device for Inducing Local Tissue Hypothermia and Hyperthermia;https://doi.org/10.1038/203613a0;;;;;;;August;1964;;;
American Society for Testing and Materials;https://doi.org/10.1038/203565a0;;;;;;;August;1964;;;
Reflex Responses in Man Evoked by Gamma Efferent Activation;https://doi.org/10.1038/203612a0;;;;;;;August;1964;;;
Optokinetic Nystagmus: An unlearned Response Altered by Section of Chiasma and Corpus Callosum in Monkeys;https://doi.org/10.1038/203609a0;;;;;;;August;1964;;;
Anomalous Bottom Water in the Red Sea;https://doi.org/10.1038/203591a0;;;;;;;August;1964;;;
Further Uses of Electronically Scanned Sonar in the investigation of Behaviour of Fish;https://doi.org/10.1038/203588a0;;;;;;;August;1964;;;
Containment of Plasma in a Magnetic Mirror, with Hexapole Stabilizing Fields;https://doi.org/10.1038/203623a0;;;;;;;August;1964;;;
Money for Research and Research for Money;https://doi.org/10.1038/203563a0;;;;;;;August;1964;;;
High Salinity in Sea Water;https://doi.org/10.1038/203590a0;;;;;;;August;1964;;;
Pattern of Cell Migration During Cortical Histogenesis;https://doi.org/10.1038/203591b0;;;;;;;August;1964;;;
Radiation Injury;https://doi.org/10.1038/203587a0;;;;;;;August;1964;;;
Selective Alterations of Mammalian Messenger-RNA Synthesis: Evidence for Differential Action of Hormones on Gene Transcription;https://doi.org/10.1038/203599a0;;;;;;;August;1964;;;
Ultra-Violet Absorption Spectrum of the Free Fulminate (C-N-O) Radical;https://doi.org/10.1038/203619a0;;;;;;;August;1964;;;
Reorganization of Civil Science in Britain;https://doi.org/10.1038/203574a0;;;;;;;August;1964;;;
Possible Structures Related to Gmelinite;https://doi.org/10.1038/203621a0;;;;;;;August;1964;;;
Mechanisms of Inactivation of Single-Stranded Virus Nucleic Acids by Heat;https://doi.org/10.1038/203606a0;;;;;;;August;1964;;;
Eliminating Detergent Foam;https://doi.org/10.1038/203587b0;;;;;;;August;1964;;;
Deoxyribonucleic Acid Base Composition in Certain Bacteria and Their Mutants with Impaired Respiration;https://doi.org/10.1038/203598a0;;;;;;;August;1964;;;
The Information Explosion;https://doi.org/10.1038/203585a0;;;;;;;August;1964;;;
Multiple Forms of Cholinesterase in Horse Plasma;https://doi.org/10.1038/203605a0;;;;;;;August;1964;;;
Fall-Out in London Rain Water;https://doi.org/10.1038/203617a0;;;;;;;August;1964;;;
The Gulland Laboratory: Arthur D. Little, Ltd.;https://doi.org/10.1038/203584a0;;;;;;;August;1964;;;
Advancement in Coke Technology;https://doi.org/10.1038/203585b0;;;;;;;August;1964;;;
Time of Synthesis of Deoxyribonucleic Acid and Protein in Spores of B. subtilis;https://doi.org/10.1038/203596a0;;;;;;;August;1964;;;
Crosslinking of Fibrous Proteins by Formaldehyde;https://doi.org/10.1038/203484a0;;;;;;;August;1964;;;
Effects of Growth-Regulating Substances on Inulin-Storing Plant Tissues;https://doi.org/10.1038/203504a0;;;;;;;August;1964;;;
An Effect of Interferon on Uninfected Chick Embryo Fibroblasts;https://doi.org/10.1038/203496a0;;;;;;;August;1964;;;
Ion-Exchange Chromatography of Amino-Acids : Improvements in the Single Column System;https://doi.org/10.1038/203483a0;;;;;;;August;1964;;;
Potassium–Argon Ages of Slates and their Geological Significance;https://doi.org/10.1038/203468a0;;;;;;;August;1964;;;
Expression of Polyoma-Induced Cellular Antigen(s) in Hybrid Cells;https://doi.org/10.1038/203495a0;;;;;;;August;1964;;;
Concentrations of Cæsium-137, Rhodium-102 and Manganese-54 in Surface Air;https://doi.org/10.1038/203470a0;;;;;;;August;1964;;;
Changing Role of Science and Technology;https://doi.org/10.1038/203455a0;;;;;;;August;1964;;;
Rhythmic Alternations in the Rate of Synthesis and the Composition of Rapidly Labelled Ribonucleic Acid During the Synchronous Growth of Bacteria;https://doi.org/10.1038/203479a0;;;;;;;August;1964;;;
Pros and Cons of International Research Centres;https://doi.org/10.1038/203454a0;;;;;;;August;1964;;;
A New Classification of Seed Proteins: Application to the Aleurins of Arachis hypogaea;https://doi.org/10.1038/203501a0;;;;;;;August;1964;;;
Isotopic Exchange at Equilibrium as A Criterion of Enzymatic Mechanisms;https://doi.org/10.1038/203492a0;;;;;;;August;1964;;;
Activity of the Hexose Monophosphate Shunt in the Normal and Dystrophic Retina;https://doi.org/10.1038/203491a0;;;;;;;August;1964;;;
Inadequacy of Thermal Initiation Theory in Interpreting the Results of Fission Fragment Irradiation of Explosives at Elevated Temperatures;https://doi.org/10.1038/203476a0;;;;;;;August;1964;;;
A Darwinian Approach to Immunity;https://doi.org/10.1038/203451a0;;;;;;;August;1964;;;
Science and Human Evolution;https://doi.org/10.1038/203448a0;;;;;;;August;1964;;;
Spectrum-Line-Reversal Temperature Measurements Through Unsteady Rarefaction Waves in Vibrationally Relaxing Oxygen;https://doi.org/10.1038/203476b0;;;;;;;August;1964;;;
Effect of Tobacco Mosaic Virus Protein on Tobacco Mosaic Virus Infectivity;https://doi.org/10.1038/203499a0;;;;;;;August;1964;;;
Deoxyribonucleic Acid and the Molecular Basis of Self-Duplication;https://doi.org/10.1038/203486a0;;;;;;;August;1964;;;
Physiological and Genetic Effects of 8-Azaguanine on Aspergillus nidulans;https://doi.org/10.1038/203506a0;;;;;;;August;1964;;;
Effects of Hypoxia on the Rabbit During Exposure to Cold;https://doi.org/10.1038/203498a0;;;;;;;August;1964;;;
Inadequacy of Thermal Initiation Theory in Interpreting the Results of Fission Fragment Irradiation of Explosives at Elevated Temperatures;https://doi.org/10.1038/203473a0;;;;;;;August;1964;;;
Isolation of Serologically Active Fucose-Containing Oligosaccharides from Human Blood-Group H Substance;https://doi.org/10.1038/203360a0;;;;;;;July;1964;;;
Receptors in the Sucker of the Cuttlefish;https://doi.org/10.1038/203384a0;;;;;;;July;1964;;;
A New Chromosome Model;https://doi.org/10.1038/203343a0;;;;;;;July;1964;;;
Protein Synthesis and Turn-Over in Cultured Plant Tissue: Sources of Carbon for Synthesis and the Fate of the Protein Breakdown Products;https://doi.org/10.1038/203367a0;;;;;;;July;1964;;;
Inhibition of Interferon Action by p-Fluorophenylalanine;https://doi.org/10.1038/203366a0;;;;;;;July;1964;;;
Rate of Accumulation of Snow at the South Pole as Determined by Radioactive Measurements;https://doi.org/10.1038/203393a0;;;;;;;July;1964;;;
A New Fossil Human Population from the Wadi Halfa Area, Sudan;https://doi.org/10.1038/203341a0;;;;;;;July;1964;;;
Relevance of Biochemical Taxonomy to the Problem of Lathyrism;https://doi.org/10.1038/203378a0;;;;;;;July;1964;;;
Contingent Negative Variation : An Electric Sign of Sensori-Motor Association and Expectancy in the Human Brain;https://doi.org/10.1038/203380a0;;;;;;;July;1964;;;
Popularizing Science;https://doi.org/10.1038/203340a0;;;;;;;July;1964;;;
Layered Intrusions of the Giles Complex, Central Australia;https://doi.org/10.1038/203391a0;;;;;;;July;1964;;;
HÆmoglobin GAccra;https://doi.org/10.1038/203363a0;;;;;;;July;1964;;;
Henbury Impact Glass : Parent Material and Behaviour of Volatile Elements During Melting;https://doi.org/10.1038/203390a0;;;;;;;July;1964;;;
Electron Microscope Observation of Nuclear Reactions;https://doi.org/10.1038/203387a0;;;;;;;July;1964;;;
Bound Water, Metabolites and Genetic Continuity;https://doi.org/10.1038/203374a0;;;;;;;July;1964;;;
Cooling Time of Silica Fibres;https://doi.org/10.1038/203386a0;;;;;;;July;1964;;;
A Leucine Aminopeptidase Polymorphism in Drosophila buskii;https://doi.org/10.1038/203373a0;;;;;;;July;1964;;;
Chloramphenicol as an Inhibitor of Energy-Linked Processes in Maize Mitochondria;https://doi.org/10.1038/203258a0;;;;;;;July;1964;;;
The Anti-Locust Research Centre, London;https://doi.org/10.1038/203233a0;;;;;;;July;1964;;;
Excitation of Cerebellar Purkinje Cells by the Climbing Fibres;https://doi.org/10.1038/203245a0;;;;;;;July;1964;;;
Differences in the Character of C6 to C9 Hydrocarbons from Gaseous Methane in Low-Frequency Electric Discharges;https://doi.org/10.1038/203272a0;;;;;;;July;1964;;;
Uptake and Binding of Chloramphenicol by Sensitive and Resistant Organisms;https://doi.org/10.1038/203257a0;;;;;;;July;1964;;;
Semiconduction in Kaolin;https://doi.org/10.1038/203284a0;;;;;;;July;1964;;;
Segregation of Radiation-Induced Mutations in Escherichia coli;https://doi.org/10.1038/203270a0;;;;;;;July;1964;;;
Urinary Trypsin Inhibitor (Mingin): Transformation into a New Trypsin Inhibitor by Acid Hydrolysis or by Sialidase;https://doi.org/10.1038/203255a0;;;;;;;July;1964;;;
Incidence and Possible Significance of Inhaled or Ingested Polonium;https://doi.org/10.1038/203230a0;;;;;;;July;1964;;;
Amino-Acid Sequence Around the Reactive Thiol Groups of Adenosine Triphosphate–creatine Phosphotransferase;https://doi.org/10.1038/203267a0;;;;;;;July;1964;;;
Education and Industry;https://doi.org/10.1038/203227a0;;;;;;;July;1964;;;
A Method for Describing the Packing Texture of Clastic Sediments;https://doi.org/10.1038/203281a0;;;;;;;July;1964;;;
Tectono-Magmatic Evolution of the Svecofennid Chelogenic Cycle in South Greenland;https://doi.org/10.1038/203278a0;;;;;;;July;1964;;;
Effect of Œstradiol on Bone Marrow Transplantation in Lethally Irradiated Mice;https://doi.org/10.1038/203265a0;;;;;;;July;1964;;;
Deoxycorticosterone Acetate and Experimental Atherosclerosis in Cholesterol-Fed Rabbits;https://doi.org/10.1038/203252a0;;;;;;;July;1964;;;
Reciprocal Activation and Inhibition of Cortical Neurones and Voluntary Movements in Man: Cortical Cell Activity and Muscle Movement;https://doi.org/10.1038/203264a0;;;;;;;July;1964;;;
Age of Caledonian Orogeny and Metamorphism in Britain;https://doi.org/10.1038/203275a0;;;;;;;July;1964;;;
Effects of Inositol-Deficiency on Yeast with Particular Reference to Chemical Composition of the Cell and of the Cell Wall;https://doi.org/10.1038/203250a0;;;;;;;July;1964;;;
Southampton Meeting of the British Association for the Advancement of Science;https://doi.org/10.1038/203235a0;;;;;;;July;1964;;;
Recovery Following X-Irradiation of Synchronized Chinese Hamster Cells;https://doi.org/10.1038/203247a0;;;;;;;July;1964;;;
A Technique for Minimizing the Effects of Atmospheric Disturbance on Photographic Telescopes;https://doi.org/10.1038/203274a0;;;;;;;July;1964;;;
Energetics of the Electric Organ;https://doi.org/10.1038/203261a0;;;;;;;July;1964;;;
Specific Present and Foreseeable Impacts of Science on Political Life;https://doi.org/10.1038/203119a0;;;;;;;July;1964;;;
Plasma Diamine Oxidase Titres of Normal and Pregnant Rats;https://doi.org/10.1038/203146a0;;;;;;;July;1964;;;
Mitochondrial Morphogenesis;https://doi.org/10.1038/203158a0;;;;;;;July;1964;;;
Second Parliamentary and Scientific Conference;https://doi.org/10.1038/203118a0;;;;;;;July;1964;;;
Exercise of Mating Preference by a Merino Ram;https://doi.org/10.1038/203160a0;;;;;;;July;1964;;;
Luminescence of Enstatite Achondrite Meteorites;https://doi.org/10.1038/203134b0;;;;;;;July;1964;;;
Cytological Determination of the Homœology of Chromosomes of Triticum aestivum;https://doi.org/10.1038/203156a0;;;;;;;July;1964;;;
Grey Seals and Fisheries;https://doi.org/10.1038/203116a0;;;;;;;July;1964;;;
Inconstancy of Renal Clearance Values with Changing Plasma Concentrations;https://doi.org/10.1038/203143a0;;;;;;;July;1964;;;
Incidence of Theta Rhythm Prior to Awareness of a Visual Stimulus;https://doi.org/10.1038/203167a0;;;;;;;July;1964;;;
Foundations of Quantum Mechanics;https://doi.org/10.1038/203115a0;;;;;;;July;1964;;;
Para-O-Methylation of Dopamine in Schizophrenic and Normal Individuals;https://doi.org/10.1038/203154a0;;;;;;;July;1964;;;
Alpha-Radioactivity of Plankton;https://doi.org/10.1038/203139a0;;;;;;;July;1964;;;
Isolation from Spinach Chloroplasts of Particles Containing Different Proportions of Chlorophyll a and Chlorophyll b and their Possible Role in the Light Reactions of Photosynthesis;https://doi.org/10.1038/203166a0;;;;;;;July;1964;;;
Reaction Between Portland Cement Clinker and Water;https://doi.org/10.1038/203138a0;;;;;;;July;1964;;;
Resistance of Infectious RNA and Transforming DNA to Iodine which Inactivates ƒ2 Phage and Cells;https://doi.org/10.1038/203152a0;;;;;;;July;1964;;;
Lipid Deposition in Intercellular Space;https://doi.org/10.1038/203164a0;;;;;;;July;1964;;;
An Electrically Charged Torque Pendulum;https://doi.org/10.1038/203136a0;;;;;;;July;1964;;;
Simultaneous Electromagnetic Measurement of Blood Flow in the Major Coronary Arteries;https://doi.org/10.1038/203148a0;;;;;;;July;1964;;;
Isolation of a Soluble RNA Polymerase from Rat Testis;https://doi.org/10.1038/203150a0;;;;;;;July;1964;;;
Importance for Radio-Protection of the Reaction of Cells to Sulphydryl and Disulphide Compounds;https://doi.org/10.1038/203162a0;;;;;;;July;1964;;;
